"TOON","LEVEL","GEARSLOT1","GEARSLOT2","GEARSLOT3","GEARSLOT4","GEARSLOT5","GEARSLOT6"
"captain-phasma","2","mk-1-nubian-security-scanner","mk-1-chiewab-hypo-syringe","mk-3-baw-armor-mod","mk-3-taggeco-holo-lens","mk-2-sorosuub-keypad","mk-1-sienar-holo-projector"
"captain-phasma","3","mk-1-neuro-saav-electrobinoculars","mk-1-sienar-holo-projector","mk-4-blastech-weapon-mod","mk-3-sorosuub-keypad","mk-2-chedak-comlink","mk-5-blastech-weapon-mod"
"captain-phasma","4","mk-3-baw-armor-mod","mk-3-merr-sonn-shield-generator","mk-1-merr-sonn-thermal-detonator","mk-5-taggeco-holo-lens","mk-3-chiewab-hypo-syringe","mk-4-nubian-design-tech"
"captain-phasma","5","mk-5-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-6-blastech-weapon-mod","mk-2-sienar-holo-projector","mk-5-merr-sonn-shield-generator","mk-7-loronar-power-cell"
"captain-phasma","6","mk-4-baw-armor-mod","mk-3-chiewab-hypo-syringe","mk-6-taggeco-holo-lens","mk-1-zaltin-bacta-gel","mk-7-fabritech-data-pad","mk-6-biotech-implant"
"captain-phasma","7","mk-6-blastech-weapon-mod","mk-8-blastech-weapon-mod","mk-7-taggeco-holo-lens","mk-3-sienar-holo-projector","mk-3-carbanti-sensor-array","mk-8-taggeco-holo-lens"
"captain-phasma","8","mk-5-fabritech-data-pad","mk-7-blastech-weapon-mod","mk-8-fabritech-data-pad","mk-8-taggeco-holo-lens","mk-5-cec-fusion-furnace","mk-5-akt-stun-gun"
"captain-phasma","9","mk-4-fabritech-data-pad","mk-5-taggeco-holo-lens","mk-2-sienar-holo-projector","mk-6-biotech-implant","mk-5-akt-stun-gun","mk-5-merr-sonn-thermal-detonator"
"captain-phasma","10","mk-6-biotech-implant","mk-4-carbanti-sensor-array","mk-10-blastech-weapon-mod","mk-9-neuro-saav-electrobinoculars","mk-4-sienar-holo-projector","mk-6-biotech-implant"
"captain-phasma","11","mk-5-athakam-medpac","unknown-gear","mk-10-blastech-weapon-mod","mk-3-zaltin-bacta-gel","unknown-gear","unknown-gear"
"cassian-andor","1","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-cec-fusion-furnace","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod"
"cassian-andor","2","mk-3-neuro-saav-electrobinoculars","mk-2-arakyd-droid-caller","mk-3-baw-armor-mod","mk-1-merr-sonn-shield-generator","mk-1-nubian-design-tech","mk-2-baw-armor-mod"
"cassian-andor","3","mk-5-blastech-weapon-mod","mk-5-loronar-power-cell","mk-3-akt-stun-gun","mk-3-neuro-saav-electrobinoculars","mk-2-arakyd-droid-caller","mk-1-akt-stun-gun"
"cassian-andor","4","mk-2-sienar-holo-projector","mk-2-merr-sonn-thermal-detonator","mk-1-chedak-comlink","mk-5-biotech-implant","mk-3-chiewab-hypo-syringe","mk-6-baw-armor-mod"
"cassian-andor","5","mk-7-fabritech-data-pad","mk-7-fabritech-data-pad","mk-4-nubian-security-scanner","mk-6-baw-armor-mod","mk-3-chiewab-hypo-syringe","mk-3-arakyd-droid-caller"
"cassian-andor","6","mk-4-arakyd-droid-caller","mk-7-fabritech-data-pad","mk-2-czerka-stun-cuffs","mk-2-athakam-medpac","mk-2-sienar-holo-projector","mk-4-fabritech-data-pad"
"cassian-andor","7","mk-8-taggeco-holo-lens","mk-7-neuro-saav-electrobinoculars","mk-4-cec-fusion-furnace","mk-7-loronar-power-cell","mk-1-zaltin-bacta-gel","mk-3-chiewab-hypo-syringe"
"cassian-andor","8","mk-5-arakyd-droid-caller","mk-6-merr-sonn-shield-generator","mk-8-taggeco-holo-lens","mk-3-sienar-holo-projector","mk-3-sienar-holo-projector","mk-4-sorosuub-keypad"
"cassian-andor","9","mk-6-nubian-design-tech","mk-7-nubian-security-scanner","mk-6-merr-sonn-shield-generator","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-4-baw-armor-mod"
"cassian-andor","10","mk-6-cec-fusion-furnace","mk-5-athakam-medpac","mk-8-biotech-implant","mk-8-biotech-implant","mk-5-carbanti-sensor-array","mk-8-biotech-implant"
"cassian-andor","11","unknown-gear","unknown-gear","mk-6-merr-sonn-thermal-detonator","mk-3-zaltin-bacta-gel","mk-10-taggeco-holo-lens","mk-10-taggeco-holo-lens"
"cc-2224-cody","1","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod","mk-1-loronar-power-cell","mk-1-blastech-weapon-mod","mk-1-akt-stun-gun"
"cc-2224-cody","2","mk-1-taggeco-holo-lens","mk-1-merr-sonn-shield-generator","mk-2-nubian-security-scanner","mk-1-sorosuub-keypad","mk-3-taggeco-holo-lens","mk-2-arakyd-droid-caller"
"cc-2224-cody","3","mk-2-blastech-weapon-mod","mk-3-loronar-power-cell","mk-4-neuro-saav-electrobinoculars","mk-3-biotech-implant","mk-5-baw-armor-mod","mk-4-taggeco-holo-lens"
"cc-2224-cody","4","mk-3-chiewab-hypo-syringe","mk-5-baw-armor-mod","mk-4-taggeco-holo-lens","mk-5-biotech-implant","mk-2-merr-sonn-shield-generator","mk-3-merr-sonn-thermal-detonator"
"cc-2224-cody","5","mk-5-baw-armor-mod","mk-7-blastech-weapon-mod","mk-2-sienar-holo-projector","mk-3-merr-sonn-thermal-detonator","mk-6-taggeco-holo-lens","mk-4-chiewab-hypo-syringe"
"cc-2224-cody","6","mk-6-fabritech-data-pad","mk-2-sienar-holo-projector","mk-1-zaltin-bacta-gel","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-7-neuro-saav-electrobinoculars"
"cc-2224-cody","7","mk-4-sorosuub-keypad","mk-4-sorosuub-keypad","mk-2-zaltin-bacta-gel","mk-8-taggeco-holo-lens","mk-7-neuro-saav-electrobinoculars","mk-6-chiewab-hypo-syringe"
"cc-2224-cody","8","mk-7-neuro-saav-electrobinoculars","mk-8-fabritech-data-pad","mk-6-chiewab-hypo-syringe","mk-3-czerka-stun-cuffs","mk-3-czerka-stun-cuffs","mk-5-cec-fusion-furnace"
"cc-2224-cody","9","mk-7-neuro-saav-electrobinoculars","mk-6-chiewab-hypo-syringe","mk-6-chiewab-hypo-syringe","mk-5-cec-fusion-furnace","mk-7-nubian-security-scanner","mk-6-nubian-design-tech"
"cc-2224-cody","10","mk-3-sienar-holo-projector","mk-3-sienar-holo-projector","mk-5-cec-fusion-furnace","mk-4-sienar-holo-projector","mk-7-merr-sonn-shield-generator","mk-7-merr-sonn-shield-generator"
"cc-2224-cody","11","mk-9-fabritech-data-pad","mk-5-akt-stun-gun","mk-7-merr-sonn-shield-generator","mk-8-biotech-implant","mk-8-biotech-implant","unknown-gear"
"chief-chirpa","1","mk-1-biotech-implant","mk-1-arakyd-droid-caller","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod","mk-1-biotech-implant","mk-1-taggeco-holo-lens"
"chief-chirpa","2","mk-1-biotech-implant","mk-1-merr-sonn-shield-generator","mk-2-loronar-power-cell","mk-1-czerka-stun-cuffs","mk-2-nubian-security-scanner","mk-2-blastech-weapon-mod"
"chief-chirpa","3","mk-1-sienar-holo-projector","mk-3-fabritech-data-pad","mk-5-loronar-power-cell","mk-1-merr-sonn-thermal-detonator","mk-5-neuro-saav-electrobinoculars","mk-6-blastech-weapon-mod"
"chief-chirpa","4","mk-5-neuro-saav-electrobinoculars","mk-6-blastech-weapon-mod","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-7-blastech-weapon-mod","mk-3-nubian-design-tech"
"chief-chirpa","5","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-7-blastech-weapon-mod","mk-4-nubian-security-scanner","mk-2-carbanti-sensor-array","mk-4-chiewab-hypo-syringe"
"chief-chirpa","6","mk-4-merr-sonn-thermal-detonator","mk-4-chiewab-hypo-syringe","mk-4-akt-stun-gun","mk-4-akt-stun-gun","mk-4-arakyd-droid-caller","mk-6-biotech-implant"
"chief-chirpa","7","mk-3-sienar-holo-projector","mk-7-neuro-saav-electrobinoculars","mk-4-arakyd-droid-caller","mk-8-taggeco-holo-lens","mk-8-fabritech-data-pad","mk-3-athakam-medpac"
"chief-chirpa","8","mk-4-arakyd-droid-caller","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","mk-8-taggeco-holo-lens","mk-3-czerka-stun-cuffs","mk-7-biotech-implant"
"chief-chirpa","9","mk-8-fabritech-data-pad","mk-3-czerka-stun-cuffs","mk-3-czerka-stun-cuffs","mk-5-akt-stun-gun","mk-7-nubian-security-scanner","mk-6-nubian-design-tech"
"chief-chirpa","10","mk-4-sienar-holo-projector","mk-6-nubian-design-tech","mk-5-arakyd-droid-caller","mk-9-fabritech-data-pad","mk-8-biotech-implant","mk-10-neuro-saav-electrobinoculars"
"chief-chirpa","11","mk-7-merr-sonn-shield-generator","mk-8-biotech-implant","mk-4-sienar-holo-projector","mk-10-taggeco-holo-lens","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"chief-nebit","1","mk-1-blastech-weapon-mod","mk-1-neuro-saav-electrobinoculars","mk-1-nubian-security-scanner","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller","mk-1-taggeco-holo-lens"
"chief-nebit","2","mk-1-nubian-security-scanner","mk-2-neuro-saav-electrobinoculars","mk-1-chiewab-hypo-syringe","mk-2-fabritech-data-pad","mk-1-sienar-holo-projector","mk-1-sienar-holo-projector"
"chief-nebit","3","mk-1-sienar-holo-projector","mk-4-blastech-weapon-mod","mk-2-chiewab-hypo-syringe","mk-6-loronar-power-cell","mk-1-merr-sonn-thermal-detonator","mk-6-blastech-weapon-mod"
"chief-nebit","4","mk-1-merr-sonn-thermal-detonator","mk-1-merr-sonn-thermal-detonator","mk-6-loronar-power-cell","mk-4-fabritech-data-pad","mk-2-merr-sonn-shield-generator","mk-5-merr-sonn-shield-generator"
"chief-nebit","5","mk-1-sienar-holo-projector","mk-1-merr-sonn-thermal-detonator","mk-5-blastech-weapon-mod","mk-2-merr-sonn-shield-generator","mk-5-merr-sonn-shield-generator","mk-1-zaltin-bacta-gel"
"chief-nebit","6","mk-1-merr-sonn-thermal-detonator","mk-4-fabritech-data-pad","mk-3-nubian-design-tech","mk-4-chiewab-hypo-syringe","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod"
"chief-nebit","7","mk-1-merr-sonn-thermal-detonator","mk-4-chiewab-hypo-syringe","mk-5-merr-sonn-shield-generator","mk-1-zaltin-bacta-gel","mk-3-athakam-medpac","mk-3-carbanti-sensor-array"
"chief-nebit","8","mk-3-sienar-holo-projector","mk-3-sienar-holo-projector","mk-1-zaltin-bacta-gel","mk-3-athakam-medpac","mk-5-akt-stun-gun","mk-5-arakyd-droid-caller"
"chief-nebit","9","mk-3-sienar-holo-projector","mk-5-sorosuub-keypad","mk-3-carbanti-sensor-array","mk-9-blastech-weapon-mod","mk-6-nubian-design-tech","mk-5-merr-sonn-thermal-detonator"
"chief-nebit","10","mk-3-sienar-holo-projector","mk-7-merr-sonn-shield-generator","mk-11-blastech-weapon-mod","mk-8-biotech-implant","mk-4-sienar-holo-projector","mk-6-merr-sonn-thermal-detonator"
"chief-nebit","11","mk-6-merr-sonn-shield-generator","mk-3-sienar-holo-projector","mk-8-biotech-implant","unknown-gear","unknown-gear","unknown-gear"
"chirrut-imwe","1","mk-1-blastech-weapon-mod","mk-1-loronar-power-cell","mk-1-nubian-security-scanner","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars","mk-1-baw-armor-mod"
"chirrut-imwe","2","mk-1-sienar-holo-projector","mk-3-blastech-weapon-mod","mk-2-nubian-security-scanner","mk-3-loronar-power-cell","mk-2-biotech-implant","mk-2-neuro-saav-electrobinoculars"
"chirrut-imwe","3","mk-5-biotech-implant","mk-2-chedak-comlink","mk-3-cec-fusion-furnace","mk-5-fabritech-data-pad","mk-1-sienar-holo-projector","mk-3-baw-armor-mod"
"chirrut-imwe","4","mk-4-nubian-security-scanner","mk-6-blastech-weapon-mod","mk-5-biotech-implant","mk-4-fabritech-data-pad","mk-2-chedak-comlink","mk-3-biotech-implant"
"chirrut-imwe","5","mk-6-neuro-saav-electrobinoculars","mk-2-merr-sonn-thermal-detonator","mk-4-nubian-security-scanner","mk-2-athakam-medpac","mk-2-merr-sonn-shield-generator","mk-5-baw-armor-mod"
"chirrut-imwe","6","mk-4-cec-fusion-furnace","mk-4-arakyd-droid-caller","mk-2-czerka-stun-cuffs","mk-6-taggeco-holo-lens","mk-5-biotech-implant","mk-4-fabritech-data-pad"
"chirrut-imwe","7","mk-3-chedak-comlink","mk-2-zaltin-bacta-gel","mk-4-sorosuub-keypad","mk-3-sienar-holo-projector","mk-5-sorosuub-keypad","mk-6-taggeco-holo-lens"
"chirrut-imwe","8","mk-5-cec-fusion-furnace","mk-5-akt-stun-gun","mk-3-czerka-stun-cuffs","mk-6-chiewab-hypo-syringe","mk-3-carbanti-sensor-array","mk-2-athakam-medpac"
"chirrut-imwe","9","mk-6-nubian-design-tech","mk-5-arakyd-droid-caller","mk-3-czerka-stun-cuffs","mk-6-chiewab-hypo-syringe","mk-3-carbanti-sensor-array","mk-2-zaltin-bacta-gel"
"chirrut-imwe","10","mk-4-carbanti-sensor-array","mk-9-fabritech-data-pad","mk-8-biotech-implant","mk-6-chiewab-hypo-syringe","mk-3-czerka-stun-cuffs","mk-4-sienar-holo-projector"
"chirrut-imwe","11","mk-4-carbanti-sensor-array","unknown-gear","unknown-gear","mk-4-sienar-holo-projector","mk-4-chedak-comlink","mk-6-merr-sonn-thermal-detonator"
"chopper","1","mk-1-cec-fusion-furnace","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-loronar-power-cell","mk-1-taggeco-holo-lens","mk-1-biotech-implant"
"chopper","2","mk-3-blastech-weapon-mod","mk-3-blastech-weapon-mod","mk-1-chiewab-hypo-syringe","mk-3-taggeco-holo-lens","mk-2-taggeco-holo-lens","mk-1-merr-sonn-shield-generator"
"chopper","3","mk-2-merr-sonn-thermal-detonator","mk-2-merr-sonn-thermal-detonator","mk-4-baw-armor-mod","mk-3-arakyd-droid-caller","mk-5-loronar-power-cell","mk-4-taggeco-holo-lens"
"chopper","4","mk-2-sienar-holo-projector","mk-7-blastech-weapon-mod","mk-3-chiewab-hypo-syringe","mk-5-biotech-implant","mk-6-loronar-power-cell","mk-5-loronar-power-cell"
"chopper","5","mk-2-czerka-stun-cuffs","mk-7-fabritech-data-pad","mk-3-nubian-design-tech","mk-7-blastech-weapon-mod","mk-4-fabritech-data-pad","mk-3-arakyd-droid-caller"
"chopper","6","mk-6-biotech-implant","mk-5-nubian-security-scanner","mk-5-sorosuub-keypad","mk-4-akt-stun-gun","mk-3-chiewab-hypo-syringe","mk-2-merr-sonn-shield-generator"
"chopper","7","mk-6-chiewab-hypo-syringe","mk-3-chedak-comlink","mk-8-taggeco-holo-lens","mk-5-nubian-security-scanner","mk-3-sienar-holo-projector","mk-5-sorosuub-keypad"
"chopper","8","mk-5-cec-fusion-furnace","mk-3-czerka-stun-cuffs","mk-6-chiewab-hypo-syringe","mk-6-merr-sonn-shield-generator","mk-3-sienar-holo-projector","mk-4-arakyd-droid-caller"
"chopper","9","mk-6-nubian-design-tech","mk-7-nubian-security-scanner","mk-7-biotech-implant","mk-3-czerka-stun-cuffs","mk-6-chiewab-hypo-syringe","mk-4-sorosuub-keypad"
"chopper","10","mk-4-sienar-holo-projector","mk-8-biotech-implant","mk-8-biotech-implant","mk-7-merr-sonn-shield-generator","mk-5-akt-stun-gun","mk-9-fabritech-data-pad"
"chopper","11","unknown-gear","unknown-gear","mk-4-sienar-holo-projector","mk-8-biotech-implant","mk-5-athakam-medpac","mk-7-merr-sonn-shield-generator"
"clone-sergeant-phase-i","1","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens","mk-1-loronar-power-cell","mk-1-loronar-power-cell","mk-1-cec-fusion-furnace"
"clone-sergeant-phase-i","2","mk-2-sorosuub-keypad","mk-2-loronar-power-cell","mk-1-sorosuub-keypad","mk-2-nubian-security-scanner","mk-1-loronar-power-cell","mk-1-sienar-holo-projector"
"clone-sergeant-phase-i","3","mk-1-athakam-medpac","mk-3-arakyd-droid-caller","mk-1-merr-sonn-thermal-detonator","mk-3-fabritech-data-pad","mk-3-taggeco-holo-lens","mk-4-neuro-saav-electrobinoculars"
"clone-sergeant-phase-i","4","mk-1-athakam-medpac","mk-4-loronar-power-cell","mk-6-loronar-power-cell","mk-7-blastech-weapon-mod","mk-2-merr-sonn-shield-generator","mk-6-blastech-weapon-mod"
"clone-sergeant-phase-i","5","mk-7-fabritech-data-pad","mk-1-athakam-medpac","mk-4-nubian-design-tech","mk-4-merr-sonn-thermal-detonator","mk-1-carbanti-sensor-array","mk-2-merr-sonn-shield-generator"
"clone-sergeant-phase-i","6","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod","mk-3-sienar-holo-projector","mk-2-athakam-medpac"
"clone-sergeant-phase-i","7","mk-6-nubian-security-scanner","mk-6-neuro-saav-electrobinoculars","mk-6-baw-armor-mod","mk-3-sorosuub-keypad","mk-1-chiewab-hypo-syringe","mk-2-akt-stun-gun"
"clone-sergeant-phase-i","8","mk-5-cec-fusion-furnace","mk-4-arakyd-droid-caller","mk-2-athakam-medpac","mk-4-loronar-power-cell","mk-2-chedak-comlink","mk-2-akt-stun-gun"
"clone-sergeant-phase-i","9","mk-5-cec-fusion-furnace","mk-4-chedak-comlink","mk-4-fabritech-data-pad","mk-2-sienar-holo-projector","mk-1-athakam-medpac","mk-1-carbanti-sensor-array"
"clone-sergeant-phase-i","10","mk-7-merr-sonn-shield-generator","mk-8-biotech-implant","mk-8-biotech-implant","mk-6-merr-sonn-thermal-detonator","mk-6-chiewab-hypo-syringe","mk-5-cec-fusion-furnace"
"clone-sergeant-phase-i","11","mk-7-nubian-security-scanner","mk-9-neuro-saav-electrobinoculars","mk-3-zaltin-bacta-gel","mk-8-biotech-implant","mk-10-neuro-saav-electrobinoculars","unknown-gear"
"clone-wars-chewbacca","1","mk-1-blastech-weapon-mod","mk-1-blastech-weapon-mod","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-nubian-security-scanner","mk-1-cec-fusion-furnace"
"clone-wars-chewbacca","2","mk-1-neuro-saav-electrobinoculars","mk-1-merr-sonn-shield-generator","mk-1-chiewab-hypo-syringe","mk-2-blastech-weapon-mod","mk-1-sienar-holo-projector","mk-1-sienar-holo-projector"
"clone-wars-chewbacca","3","mk-3-loronar-power-cell","mk-4-blastech-weapon-mod","mk-3-sorosuub-keypad","mk-2-chiewab-hypo-syringe","mk-5-baw-armor-mod","mk-4-taggeco-holo-lens"
"clone-wars-chewbacca","4","mk-2-chiewab-hypo-syringe","mk-2-merr-sonn-shield-generator","mk-2-merr-sonn-shield-generator","mk-5-taggeco-holo-lens","mk-6-baw-armor-mod","mk-4-nubian-design-tech"
"clone-wars-chewbacca","5","mk-2-merr-sonn-shield-generator","mk-4-nubian-design-tech","mk-7-fabritech-data-pad","mk-6-taggeco-holo-lens","mk-2-czerka-stun-cuffs","mk-4-merr-sonn-thermal-detonator"
"clone-wars-chewbacca","6","mk-6-neuro-saav-electrobinoculars","mk-7-loronar-power-cell","mk-3-sienar-holo-projector","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod"
"clone-wars-chewbacca","7","mk-5-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-6-nubian-security-scanner","mk-8-taggeco-holo-lens","mk-3-athakam-medpac","mk-3-carbanti-sensor-array"
"clone-wars-chewbacca","8","mk-3-athakam-medpac","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-6-chiewab-hypo-syringe","mk-3-czerka-stun-cuffs","mk-5-akt-stun-gun"
"clone-wars-chewbacca","9","mk-4-sorosuub-keypad","mk-3-athakam-medpac","mk-2-zaltin-bacta-gel","mk-5-akt-stun-gun","mk-7-nubian-security-scanner","mk-5-merr-sonn-thermal-detonator"
"clone-wars-chewbacca","10","mk-4-akt-stun-gun","mk-5-sorosuub-keypad","mk-3-carbanti-sensor-array","mk-6-chiewab-hypo-syringe","mk-4-carbanti-sensor-array","mk-5-carbanti-sensor-array"
"clone-wars-chewbacca","11","mk-4-sienar-holo-projector","mk-10-neuro-saav-electrobinoculars","mk-11-blastech-weapon-mod","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","unknown-gear"
"coruscant-underworld-police","1","mk-1-loronar-power-cell","mk-1-loronar-power-cell","mk-1-arakyd-droid-caller","mk-1-arakyd-droid-caller","mk-1-neuro-saav-electrobinoculars","mk-1-akt-stun-gun"
"coruscant-underworld-police","2","mk-1-arakyd-droid-caller","mk-1-merr-sonn-shield-generator","mk-2-loronar-power-cell","mk-2-nubian-security-scanner","mk-2-biotech-implant","mk-3-baw-armor-mod"
"coruscant-underworld-police","3","mk-3-nubian-security-scanner","mk-3-fabritech-data-pad","mk-3-merr-sonn-shield-generator","mk-3-merr-sonn-shield-generator","mk-3-arakyd-droid-caller","mk-5-neuro-saav-electrobinoculars"
"coruscant-underworld-police","4","mk-5-biotech-implant","mk-6-fabritech-data-pad","mk-2-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe","mk-6-baw-armor-mod","mk-3-nubian-design-tech"
"coruscant-underworld-police","5","mk-5-biotech-implant","mk-6-baw-armor-mod","mk-4-nubian-design-tech","mk-2-sienar-holo-projector","mk-7-fabritech-data-pad","mk-6-taggeco-holo-lens"
"coruscant-underworld-police","6","mk-3-merr-sonn-shield-generator","mk-4-chiewab-hypo-syringe","mk-3-sienar-holo-projector","mk-4-arakyd-droid-caller","mk-6-biotech-implant","mk-8-blastech-weapon-mod"
"coruscant-underworld-police","7","mk-5-baw-armor-mod","mk-1-athakam-medpac","mk-6-taggeco-holo-lens","mk-6-taggeco-holo-lens","mk-5-chiewab-hypo-syringe","mk-3-chedak-comlink"
"coruscant-underworld-police","8","mk-1-chedak-comlink","mk-3-nubian-design-tech","mk-3-sienar-holo-projector","mk-5-sorosuub-keypad","mk-6-merr-sonn-shield-generator","mk-5-cec-fusion-furnace"
"coruscant-underworld-police","9","mk-4-taggeco-holo-lens","mk-6-neuro-saav-electrobinoculars","mk-6-biotech-implant","mk-6-biotech-implant","mk-3-czerka-stun-cuffs","mk-6-nubian-design-tech"
"coruscant-underworld-police","10","mk-8-biotech-implant","mk-8-biotech-implant","mk-5-cec-fusion-furnace","mk-4-sienar-holo-projector","mk-6-chiewab-hypo-syringe","mk-7-merr-sonn-shield-generator"
"coruscant-underworld-police","11","unknown-gear","mk-11-blastech-weapon-mod","mk-7-merr-sonn-shield-generator","mk-8-biotech-implant","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"count-dooku","1","mk-1-blastech-weapon-mod","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens","mk-1-loronar-power-cell","mk-1-cec-fusion-furnace"
"count-dooku","2","mk-1-merr-sonn-shield-generator","mk-2-nubian-security-scanner","mk-1-sorosuub-keypad","mk-3-taggeco-holo-lens","mk-1-nubian-design-tech","mk-3-blastech-weapon-mod"
"count-dooku","3","mk-3-blastech-weapon-mod","mk-2-arakyd-droid-caller","mk-3-akt-stun-gun","mk-2-merr-sonn-thermal-detonator","mk-3-arakyd-droid-caller","mk-5-blastech-weapon-mod"
"count-dooku","4","mk-1-nubian-design-tech","mk-3-fabritech-data-pad","mk-3-akt-stun-gun","mk-3-merr-sonn-shield-generator","mk-5-blastech-weapon-mod","mk-7-blastech-weapon-mod"
"count-dooku","5","mk-3-fabritech-data-pad","mk-3-arakyd-droid-caller","mk-4-nubian-design-tech","mk-2-sienar-holo-projector","mk-7-fabritech-data-pad","mk-7-loronar-power-cell"
"count-dooku","6","mk-2-nubian-security-scanner","mk-2-merr-sonn-shield-generator","mk-2-sienar-holo-projector","mk-7-fabritech-data-pad","mk-7-loronar-power-cell","mk-8-blastech-weapon-mod"
